Serie di Fourier - descrizione | Un segnale che ha una durata finita può essere gestito immaginando semplicemente che esso ripeta infinite volte l'intero schema (intervallo T e 2T è identico all'intervallo 0 a T). È possibile quindi rappresentare i segnali tramite funzioni, le quali permettono un'analisi e una modellazione più efficace. La Serie di Fourier non è altro che la scomposizione di un segnale in componenti sinusoidali (possibilmente infiniti). Su questo teorema si basano le reti e il passaggio dei dati tramite i mezzi di trasmissione; purtroppo nella pratica i mezzi di trasmissione attenuano in modo non uniforme i componenti della serie di Fourier, generando così una distorsione. Per ovviare a questa distorsione, le ampiezze fino ad una certa frequenza vengono trasmesse senza modifiche, da quella frequenza in poi vengono attenuate. L'intervallo di frequenze trasmesse senza una forte attenuazione è chiamato Banda Passante. Generalmente nella realtà viene indicata la banda passante compresa tra 0 e la frequenza dove la potenza è attenuata del 50%.
Serie di Fourier - pregi | Un pregio sicuramente è il fatto che scomporre un segnale in più componenti permette uno studio più preciso del segnale.
Serie di Fourier - difetti | --
Serie di Fourier - ambiti d'uso | Viene ampiamente usata nelle comunicazioni in generale, per la trasmissione dei dati, la scomposizione del segnale in più sinusoidi migliora la comprensione delle onde. Si passerà poi alle varie modulazioni per ovviare ai problemi dovuti alle attenuazioni o alle distorsioni.
Bitrate e Baudrate - descrizione | Il Bitrate è la quantità di informazioni digitali che è trasferita o registrata nell'unità di tempo. Stiamo parlando quindi di velocità di trasmissione, espressa in bit/s. La velocità di trasmissione è anche detta Banda e dipende dal tipo di mezzo trasmissivo utilizzato e dalle sue condizioni fisiche al momento dell'uso. Il Baudrate invece rappresenta il numero di simboli che viene trasmesso in un secondo. Non va confusa con il sopracitato bitrate in quanto misurano unità differenti; infatti ad un simbolo corrisponde un numero di bit differente in base alle tecniche di modulazione utilizzate.
Bitrate e Baudrate - pregi | Grazie a queste unità di misura è possibile dare una rappresentazione quantitativa della velocità di trasmissione del mezzo.
Bitrate e Baudrate - difetti | --
Bitrate e Baudrate - ambiti d'uso | Queste metriche vengono utilizzate nelle reti wireless e cablate.
```
Doppino - descrizione|È un cavo composto da due conduttori di rame isolati, spessi circa 1mm e avvolti uno intorno all'altro in una forma elicoidale. L'intreccio è utile per annullare i campi elettromagnetici generati dai due conduttori, i quali si annullano a vicenda. Esistono diverse varietà di doppini, i più importanti per le telecomunicazioni sono gli UTP3 e UTP5 (UTP= Unshielded Twisted Pair, doppini non schermati). Le differenze tra i doppini di categoria 3 e categoria 5 sta nel numero di spire per centimetro: minor numero di spire per cm negli UTP3 e maggiore negli UTP5. Un maggior numero di spire permette di migliorare la qualità del segnale trasmesso su lunghe distanze, a scapito però della quantità di materiale necessario. Esistono anche categorie superiori, i quali gestiscono segnali con banda più ampia. I doppini si possono utilizzare per trasmettere segnali analogici e digitali, l'ampiezza di banda dipende dal diametro del cavo e dalla distanza percorsa.
Doppino - pregi|Costano poco e hanno un discreta velocità trasmissiva.
Doppino - difetti|L'ampiezza di banda fornita non è tra le migliori e sono vulnerabili ai campi elettromagnetici.
Doppino - ambiti d'uso|Vengono utilizzati prevalentemente nel sistema telefonico.
Cavo coassiale - descrizione|È un cavo composto da un nucleo conduttore coperto da un rivestimento isolante, a sua volta circondato da un conduttore cilindrico, solitamente realizzato con una calza di conduttori sottili, che infine è avvolto da una guaina protettiva di plastica. La costruzione e la schermatura del cavo coassiale forniscono ampiezza di banda ed eccellente immunità al rumore. Ne esistono di due tipi, a 50Ω per le trasmissioni digitali e a 75Ω per quelle analogiche; non c'è una motivazione tecnica per questa distinzione. la banda disponibile dipende dalla qualità, dalla lunghezza del cavo e dal rapporto segnale-rumore del segnale dati. Per molti ambiti il cavo coassiale è stato sostituito dalla fibra ottica per i tratti più lunghi.
Cavo coassiale - pregi|Hanno un'isolamento quasi totale dai campi elettromagnetici grazie ai vari rivestimenti isolanti.
Cavo coassiale - difetti|Su grandi tratti non sono molto efficienti in termini di banda, vengono infatti sostituiti dalla fibra ottica in quei casi.
Cavo coassiale - ambiti d'uso|Il cavo coassiale è molto utilizzato per le reti metropolitane e le televisioni via cavo.
Fibra ottica - descrizione|Un sistema di trasmissione ottico è formato da: sorgente luminosa, mezzo di trasmissione e rilevatore. I cavi in fibra ottica sono il mezzo di trasmissione di questo sistema, che si basa su segnali luminosi invece che elettrici. La fibra ottica è formata da un nucleo (core) di vetro, attraverso il quale si propaga la luce, ha uno spessore di 50 micron per le fibre multimodali mentre dagli 8 ai 10 micron per quelle monomodali. Il nucleo è avvolto da un rivestimento di vetro (cladding) che ha un indice di rifrazione più basso; ciò costringe la luce a rimanere nel nucleo. L'ultimo strato è formato da plastica e serve a proteggere il rivestimento. Generalmente le fibre sono raggruppate in fasci, protetti da un'ulteriore guaina più esterna. Esistono due tipi di fibra, la monomodale e la multimodale. La monomodale è più costosa e utilizzata soprattutto per le lunghe distanze, in cui la luce può propagarsi solo in linea retta senza rimbalzare. Nella multimodale invece può contenere più raggi che rimbalzano ad angoli diversi, in questo caso si dice che ogni raggio ha una modalità diversa, da qui il nome multimodale. Le fibre si possono collegare in diversi modi: tramite connettori in apposite prese, perdono il 10-20% di luce ma semplificano la riconfigurazione dei sistemi; attaccate meccanicamente, tramite una manichetta speciale viene pinzato, viene poi allineato in modo da massimizzare il segnale, perdita del 10%; fusione delle due parti, genera una piccola attenuazione.
Fibra ottica - pregi|Rispetto al cavo in rame classico, la fibra apporta diversi vantaggi: Maggiore ampiezza di banda. I ripetitori possono essere installati ogni 50km rispetto ai 5km dei cavi in rame, con un evidente risparmio. Non è influenzata da sorgenti elettriche, dai campi elettromagnetici e dalle interruzioni della linea elettrica, la fibra è adatta anche agli ambienti più inospitali. La fibra è sottile e leggera, occupando meno spazio permette alle aziende telefoniche di svuotare i condotti ormai saturi di cavi. Le fibre non perdono la luce ed è difficile intercettare i dati, questo le rendono molto più sicure rispetto ai cavi in rame.
Fibra ottica - difetti|Tecnologia meno nota, richiede conoscenze che non tutti gli ingegneri possiedono. Si può danneggiare se la si piega troppo. La trasmissione è unidirezionale, di conseguenza, per avere una comunicazione bidirezionale è richiesta una doppia fibra o due bande di frequenza in una sola. Le interfacce per la fibra ottica costano di più di quelle elettriche.
Fibra ottica - ambiti d'uso|La fibra è molto utilizzata nelle MAN e nei sistemi di trasmissioni a lunga distanza.
```
```csv
Caratteristiche e confronto tra i vari tipi di satellite: GEO, MEO e LEO - descrizione | Un satellite di comunicazioni può essere immaginato come un grande ripetitore di microonde posto nel cielo. Questo dispositivo contiene diversi transponder, ossia ricetrasmettitori satellitari, i quali ascoltano una parte dello spettro, amplificano il segnale e lo ritrasmettono su altre frequenze per evitare interferenze.
Caratteristiche e confronto tra i vari tipi di satellite: GEO, MEO e LEO - pregi | Sono di facile utilizzo, basta alzare un'antenna sul tetto di casa per ottenere una maggior ampiezza di banda. Sono importanti per la connessione mobile. Trovano applicazione per portare connessione in terreni inospitali o scarsamente dotati di infrastrutture.
Caratteristiche e confronto tra i vari tipi di satellite: GEO, MEO e LEO - difetti | Le fibre ottiche per molti versi sono più comode e versatili rispetto ai satelliti, in quanto la loro velocità è di gran lunga superiore. Un sistema di satelliti è più costoso (?) rispetto alla fibra ottica.
Caratteristiche e confronto tra i vari tipi di satellite: GEO, MEO e LEO - ambiti di utilizzo | Trovano applicazione in luoghi inospitali e privi di infrastrutture, trovano applicazione nelle trasmissioni broadcast e nelle comunicazioni mobile, dove quindi la fibra fatica ad arrivare.
```
Modulazione di frequenza - descrizione | La modulazione in frequenza non è altro che una tecnica di trasmissione utilizzata per trasmettere informazioni usando la variazione di frequenza dell'onda portante. Rispetto alla modulazione in ampiezza ha il vantaggio di essere molto meno sensibile ai disturbi e permette una trasmissione di miglior qualità. Ha inoltre un'efficienza energetica molto maggiore dato che la potenza del segnale modulato FM è esclusivamente quello della portante.  
Modulazione di frequenza - pregi | Permette di ridurre i problemi di attenuazione e distorsione della linea.  
Modulazione di frequenza - difetti | Necessita di circuiti complessi sia per la generazione del segnale sia per la sua ricezione. Questi problemi sono stati superati dalle attuali tecnologie.  
Modulazione di frequenza - ambiti d'uso | Viene utilizzata soprattutto in ambito di broadcasting commerciale, è più usata della modulazione in ampiezza.  
Delta modulation - descrizione | Nel campo della digitalizzazione dei segnali analogici in ambito telefonico, sono presenti varie tecniche. Una di queste e' la delta modulation: un metodo di digitalizzazione e compressione di un segnale analogico. E' una variazione del differential pulse code modulation: il segnale analogico viene suddiviso in tramite unita' di tempo, e successivamente viene digitalizzato tramite la differenza di valore tra il valore precedente e quello successivo, questo tramite una scala di +-16 che viene espressa tramite 5 bit. La delta modulation si basa su questo principio, ma viene ridotto alla variazione rappresentata da 1 bit: se il segnale successivo e' piu' alto di quello precedente allora viene rappresentato da 1, altrimenti 0. Si basa sul fatto che il segnale cambia in modo relativamente lento rispetto alla frequenza di campionamento, ciò rende gran parte dell'informazione ridondante. Se il cambiamento del segnale analogico e' troppo ampio, si ha una perdita di dati, ma in ambito telefonico (piu' precisamente nelle chiamate), questo non e' un problema.
Delta modulation - pregi | Grazie a questa tecnica è possibile comprimere e digitalizzare il segnale analogico (e viceversa), con il risultato di gravare meno sulle linee e permettere comunicazioni più veloci (a discapito della precisione).
Delta modulation - difetti | Si possono creare problemi se il segnale cambia troppo velocemente perche' si perdono i dati.
Delta modulation - ambiti d'uso | Viene utilizzata nelle comunicazioni satellitari o nelle comunicazioni voce.
GSM - descrizione | Il GSM tratta dei telefoni della seconda generazione: voce digitale. La sua struttura è formata da 4 tipi di celle: macro, micro, pico e umbrella. Le macro sono le più grandi, con un raggio massimo di 35 km, mentre le pico sono molto piccole, usate in aree molto dense, tipicamente indoor. Utilizza multiplexing a divisione di frequenza e di tempo, supporta otto connessioni separate mediante multiplexing a divisione di tempo. Introduce l'uso della SIM card per l'autenticazione e autorizzazione alla rete.
GSM - pregi | Interoperabilità tra reti diverse che fanno capo ad un unico standard internazionale. Introduzione della comunicazione di tipo digitale.
GSM - difetti | --
GSM - ambiti di utilizzo | È utilizzato nella seconda generazione di telefoni cellulari, è il sistema più diffuso al mondo.
CDMA - descrizione | Il CDMA tratta dei telefoni della seconda generazione: voce digitale. D-AMPS e GSM sono sistemi che utilizzano FDM e TDM per dividere lo spettro in canali e i canali in slot temporali. CDMA invece di dividere l'intero intervallo di frequenze assegnate in poche centinaia di canali a banda stretta, permette ad ogni stazione di trasmettere per tutto il tempo attraverso l'intero spettro di frequenza. Trasmissioni multiple simultanee sono separate usando la teoria della codifica. La capacità del CDMA è di riuscire a estrarre il segnale desiderato scartando tutto il resto.
CDMA - pregi | Grazie alla maggiore efficienza spettrale, il CDMA garantisce una maggior velocità di trasmissione dati. Provvede inoltre a garantire una maggior sicurezza rispetto ai predecessori, in quanto la demultiplazione è fattibile solo grazie alla conoscenza delle parole di codice.
CDMA - difetti | --
CDMA - ambiti di utilizzo | Viene utilizzata nei telefoni di seconda generazione, come alternativa a D-AMPS e GSM.
Il GPRS - descrizione | GPRS è un'evoluzione tra la seconda e la terza generazione di telefoni cellulari. È una rete a pacchetti costruita sopra D-AMPS e GSM. Questa permette alle stazioni mobili di inviare e ricevere pacchetti IP in una cella basata su un sistema vocale. Quando GPRS è operativo vengono riservate alcuni slot temporali posti su alcune frequenze, per il traffico di pacchetti. Gli slot disponibili sono divisi in canali logici, la stazione base determina l'associazione tra i canali logici e time slot. Un canale logico è usato per scaricare i pacchetti dalla stazione base nella stazione mobile e ogni pacchetto indica il destinatario. Per inviare un pacchetto IP, una stazione mobile chiede uno o più slot inviando una richiesta alla stazione base. Se la richiesta arriva senza problemi, la stazione comunica all'apparecchio mobile la frequenza e gli slot che dovrà utilizzare per trasmettere il pacchetto. Una volta arrivato alla stazione base, il pacchetto è trasferito su Internet attraverso una connessione via cavo.
Il GPRS - pregi | Lo spreco di banda è inesistente, e viene utilizzata una tariffa a traffico e non a tempo come i suoi predecessori. GPRS aggiunge il supporto a PPP e IP.
Il GPRS - difetti | --
Il GPRS - ambiti d'uso | È una tecnologia a cavallo tra la seconda generazione e la terza generazione di telefoni cellulari. Viene utlizzata per scambi di pacchetti dati tramite celle basate su sistemi vocali.
Handoff - descrizione | Nell'ambito della telefonia mobile, con “Handoff” si intende la procedura per la quale un terminale cambia il canale (frequenza e slot di tempo) che sta utilizzando durante una comunicazione.  
Handoff - pregi | Il soft handoff è più performante in quanto non si perde continuità di chiamata. L'hard handoff non necessita che il dispositivo sia in grado di gestire più frequenze contemporaneamente.  
Handoff - difetti | Il soft handoff richiede che il dispositivo sia in grado di gestire più frequenze contemporaneamente. L'hard handoff può causare la caduta di linea con la conseguente perdita di chiamata nel caso in cui una cella non sia in grado di prendere il dispositivo in un lasso di tempo breve.  
Handoff - ambiti di utilizzo | Questa tecnica viene utilizzata dai dispositivi mobili (cellulari appunto, che sfruttano le celle). Il soft handoff può essere utilizzato dai telefoni di generazione superiore alla seconda, mentre l'hard handoff da tutti.  
```csv
FDM - descrizione|è una tecnica di condivisione delle risorse trasmissive di un canale di comunicazione. L'intero canale trasmissivo disponibile è diviso in sotto canali, ognuno costituito da una banda di frequenza e separato da un altro grazie ad un piccolo intervallo di guardia. Questo permette la condivisione dello stesso canale da parte di dispositivi che utilizzano diverse regioni di frequenze e utenti che possono così comunicare contemporaneamente senza interferirsi tra loro.
FDM - pregi|Permette di condividere un intero canale da più utenti, suddividendo le conversazioni in base alle diverse frequenze.
FDM - difetti|Gli intervalli di guardia potrebbero essere uno spreco di banda utilizzato unicamente per la sicurezza.
FDM - ambiti d'uso|Questa tecnica è comunemente utilizzata nelle trasmissioni televisive, radiofoniche, telefoniche o di dati. Anche le reti cellulari utilizzano in parte questo tipo di multiplazione per suddividere e assegnare l'intera capacità trasmissiva o banda radio disponibile alle varie celle di copertura servite da stazioni radio base.
TDM - descrizione|è una tecnica di condivisione di un canale di comunicazione secondo la quale ogni dispositivo ricetrasmittente ottiene a turno l'uso esclusivo dello stesso per un breve lasso di tempo. Il tempo di utilizzo del canale è diviso in frame tutti della stessa durata, questi frame sono ulteriormente divisi in slot.
TDM - pregi|Più efficiente del FDM in quanto elimina la necessità degli intervalli di guardia.
TDM - difetti|Necessita di un circuito di sincronizzazione temporale in ricezione per l'estrazione del time-slot di competenza.
TDM - ambiti d'uso|Utilizzata per le trasmissioni di fonia nella rete telefonica. Questo tipo di multiplazione è utilizzata molto nei sistemi a commutazione di circuito.
CDM - descrizione|Conosciuta anche come CDMA è il protocollo di accesso multiplo a canale condiviso. Offre una maggiore velocità di trasmissione di dati rispetto a TDM e FDM. Questa tecnica è realizzata moltiplicando in trasmissione l'informazione generata per un'opportuna parola detta chip; la sequenza in uscita dal moltiplicatore sarà successivamente modulata e infine trasmessa sul canale. In ricezione il segnale ricevuto sarà costituito dalla somma vettoriale di tutti i segnali trasmessi dalle singole stazioni. Grazie all'ortogonalità dei chip delle sorgenti, l'estrazione dell'informazione associata a ciascuna sorgente potrà essere fatta moltiplicando il segnale ricevuto con il particolare codice associato alla determinata sorgente che si vuole estrarre.
CDM - pregi|Rispetto a TDM e FDM, CDM garantisce una miglior efficienza dovuta al fatto che ciascun canale utilizza l'intera banda di frequenza assegnata e per tutto il tempo che desidera. La non-interferenza è assicurata grazie all'uso di codici ortogonali. Provvede inoltre a fornire una maggior sicurezza dovuta al fatto che i segnali si mescolano nel canale e per estrarne uno è necessario conoscere la parola corretta.
CDM - difetti|Necessita di circuiti più complessi rispetto alle altre tecniche di condivisione di un canale.
CDM - ambiti d'uso|è il protocollo più diffuso nelle reti wireless e nei dispositivi mobili di seconda generazione e successive.
```
QAM e QAM16 - descrizione | QAM è un sistema di modulazione numerica di ampiezza in quadratura, sia digitale che analogica. Le portanti sono sinusoidi. Il termine quadratura indica che differiscono di 90 gradi. Il segnale in ingresso viene suddiviso e modulato per l'ampiezza. Nel caso di segnali digitali, si sommano i segnali modulati e si ottiene una forma d'onda che risulta una combinazione della modulazione di fase e quella d'ampiezza. Ciascun tipo di modulazione QAM è caratterizzato da un diagramma (costellazione) su cui sono rappresentati tutti gli stati della portante. La QAM, rispetto alla PSK (Phase shift keying), migliora l'immunità al rumore. QAM16 non è altro che un tipo di costellazione del QAM, utilizzando quattro ampiezze e quattro fasi, per un totale di 16 diverse combinazioni. Ogni modem ad alta velocità ha un suo schema di costellazione e può comunicare solo con altri modem che adottano lo stesso schema (anche se generalmente un modem riesce a emulare anche quelli più lenti).
QAM e QAM16 - pregi | Permettono di inviare più bit per baud (simbolo), rispetto alle normali modulazioni.
QAM e QAM16 - difetti | Ogni modem ha un suo schema a costellazione e può comunicare solamente con altri modem che adottano lo stesso schema. Questo problema è però in parte ovviato in quanto la maggior parte dei modem è in grado di emulare costellazioni più lente.
QAM e QAM16 - ambiti di utilizzo | Facente parte dello strato fisico, questo tipo di modulazione è utilizzato come standard per modem telefonici.
Byte Stuffing - descrizione | Il byte stuffing prevede l'uso di un flag per delimitare l'inizio e la fine dei frame. In questo modo quando il destinatario perde la sincronizzazione può cercare il flag byte per trovare la fine del frame corrente. Due flag byte consecutivi indicano la fine di un frame e l'inizio del successivo. Un problema occorre quando vengono spediti dati che per potrebbero replicare il byte FLAG. A questo problema e' stata utilizzata l'implementazione del byte ESC, che precede una occorrenza “accidentale” del byte di FLAG o ESC (in pratica il flag ESC dice di ignorare il successivo byte e prenderlo come byte dati). Successivamente lo strato data link della destinazione provvederà a rimuovere i byte di escape prima di passare i dati allo strato network.
Byte Stuffing - pregi | Permette una suddivisione di bit in frame tramite l'uso di flag byte, inoltre risolve il problema della sincronia dei frame, grazie ai flag byte che li delimitano.
Byte Stuffing - difetti | Legato all'uso di caratteri da 8 bit (1Byte): non tutte le codifiche dei caratteri li usano. Per effettuare lo stuffing la quantità di caratteri superflui è notevole. Per risolvere questi problemi è stato creato il bit stuffing.
Byte Stuffing - ambiti di utilizzo | Metodo di framing dello strato Data-Link, viene utilizzato in prevalenza dal protocollo PPP per suddividere il flusso di bit in frame.
Bit stuffing - descrizione | Per risolvere i problemi e le limitazioni provocate dal byte stuffing, viene sviluppata una nuova tecnica di framing, che prende il nome di bit stuffing, questa nuova tecnica permette di creare data frame che contengono sia un numero arbitrario di frame, sia codifiche di carattere con un numero arbitrario di bit. Ogni frame comincia e finisce con un gruppo speciale di bit "0111110" (flag byte). Ogni volta che lo strato data link della sorgente incontra cinque "1" consecutivi nei dati inserisce automaticamente un bit con valore 0 nel flusso in uscita. La destinazione quindi quando riceve cinque bit consecutivi con valore 1 seguiti da uno 0, automaticamente elimina lo 0. Con il bit stuffing il confine fra i due frame viene riconosciuto in modo inequivocabile tramite l'uso della sequenza flag. Inoltre se il ricevente perde traccia dei frame, quello che deve fare e' cercare il byte flag, dato che possono trovarsi sono all'interno del frame e mai all'interno dei dati.
Bit stuffing - pregi | Risolve i problemi legati dall'uso di 8 bit per il flag byte del suo predecessore (byte stuffing): la poca compatibilità con molte codifiche di caratteri e lo spreco di banda. Permette la suddivisione di bit in frame, facilmente individuabili grazie ai bit flag.
Bit stuffing - difetti | --
Bit stuffing - ambiti di utilizzo | Metodo di framing dello strato data link, utilizzato in protocolli che prevedono frame di dimensione fissa: il bit stuffing è utilizzato per raggiungere tale dimensione. Utilizzato anche in alcuni protocolli che prevedono un flusso continuo di dati, gli "0" sono inseriti per assicurare la continuità del flusso.
```csv
